bd_Start_time,prob,bd_FC_Before_Start,station_number,daily_sum,station_name
2016-03-02,69,-9,32040,0,TOWNSVILLE AERO
2016-03-03,77,15,32040,1,TOWNSVILLE AERO
2016-03-04,77,39,32040,1,TOWNSVILLE AERO
2016-03-05,76,63,32040,1,TOWNSVILLE AERO
2016-03-06,69,87,32040,1,TOWNSVILLE AERO
2016-03-07,55,111,32040,0,TOWNSVILLE AERO
2016-03-08,48,135,32040,1,TOWNSVILLE AERO
2016-03-09,40,159,32040,1,TOWNSVILLE AERO
2016-03-02,24,-33,17126,0,MARREE AERO
2016-03-03,26,-9,17126,1,MARREE AERO
2016-03-04,11,15,17126,0,MARREE AERO
2016-03-05,15,39,17126,0,MARREE AERO
2016-03-06,0,63,17126,0,MARREE AERO
2016-03-07,0,87,17126,0,MARREE AERO
2016-03-08,0,111,17126,1,MARREE AERO
2016-03-09,0,135,17126,1,MARREE AERO
2016-03-10,0,159,17126,1,MARREE AERO
2016-03-02,69,-33,32040,0,TOWNSVILLE AERO
2016-03-03,88,-9,32040,1,TOWNSVILLE AERO
2016-03-04,90,15,32040,1,TOWNSVILLE AERO
2016-03-05,80,39,32040,1,TOWNSVILLE AERO
2016-03-06,69,63,32040,1,TOWNSVILLE AERO
2016-03-07,55,87,32040,0,TOWNSVILLE AERO
2016-03-08,48,111,32040,1,TOWNSVILLE AERO
2016-03-09,52,135,32040,1,TOWNSVILLE AERO
2016-03-10,50,159,32040,1,TOWNSVILLE AERO
2016-03-03,14,-33,14015,0,DARWIN AIRPORT
2016-03-04,23,-9,14015,0,DARWIN AIRPORT
2016-03-05,36,15,14015,0,DARWIN AIRPORT
2016-03-06,44,39,14015,1,DARWIN AIRPORT
2016-03-07,58,63,14015,1,DARWIN AIRPORT
2016-03-08,60,87,14015,0,DARWIN AIRPORT
2016-03-09,51,111,14015,0,DARWIN AIRPORT
2016-03-10,49,135,14015,0,DARWIN AIRPORT
2016-03-11,49,159,14015,1,DARWIN AIRPORT
2016-03-03,26,-33,17126,1,MARREE AERO
2016-03-04,17,-9,17126,0,MARREE AERO
2016-03-05,26,15,17126,0,MARREE AERO
2016-03-06,5,39,17126,0,MARREE AERO
2016-03-07,0,63,17126,0,MARREE AERO
2016-03-08,1,87,17126,1,MARREE AERO
2016-03-09,1,111,17126,1,MARREE AERO
2016-03-10,2,135,17126,1,MARREE AERO
2016-03-11,4,159,17126,0,MARREE AERO
2016-03-03,88,-33,32040,1,TOWNSVILLE AERO
2016-03-04,95,-9,32040,1,TOWNSVILLE AERO
2016-03-05,84,15,32040,1,TOWNSVILLE AERO
2016-03-06,81,39,32040,1,TOWNSVILLE AERO
2016-03-07,68,63,32040,0,TOWNSVILLE AERO
2016-03-08,60,87,32040,1,TOWNSVILLE AERO
2016-03-09,40,111,32040,1,TOWNSVILLE AERO
2016-03-10,37,135,32040,1,TOWNSVILLE AERO
2016-03-11,36,159,32040,1,TOWNSVILLE AERO
2016-03-04,23,-33,14015,0,DARWIN AIRPORT
2016-03-05,28,-9,14015,0,DARWIN AIRPORT
2016-03-06,47,15,14015,1,DARWIN AIRPORT
2016-03-07,61,39,14015,1,DARWIN AIRPORT
2016-03-08,65,63,14015,0,DARWIN AIRPORT
2016-03-09,65,87,14015,0,DARWIN AIRPORT
2016-03-10,63,111,14015,0,DARWIN AIRPORT
2016-03-11,64,135,14015,1,DARWIN AIRPORT
2016-03-12,63,159,14015,0,DARWIN AIRPORT
2016-03-04,17,-33,17126,0,MARREE AERO
2016-03-05,5,-9,17126,0,MARREE AERO
2016-03-06,19,15,17126,0,MARREE AERO
2016-03-07,7,39,17126,0,MARREE AERO
2016-03-08,2,63,17126,1,MARREE AERO
2016-03-09,21,87,17126,1,MARREE AERO
2016-03-10,15,111,17126,1,MARREE AERO
2016-03-11,16,135,17126,0,MARREE AERO
2016-03-12,1,159,17126,1,MARREE AERO
2016-03-04,95,-33,32040,1,TOWNSVILLE AERO
2016-03-05,85,-9,32040,1,TOWNSVILLE AERO
2016-03-06,75,15,32040,1,TOWNSVILLE AERO
2016-03-07,68,39,32040,0,TOWNSVILLE AERO
2016-03-08,60,63,32040,1,TOWNSVILLE AERO
2016-03-09,45,87,32040,1,TOWNSVILLE AERO
2016-03-10,37,111,32040,1,TOWNSVILLE AERO
2016-03-11,36,135,32040,1,TOWNSVILLE AERO
2016-03-12,23,159,32040,1,TOWNSVILLE AERO
2016-03-05,28,-33,14015,0,DARWIN AIRPORT
2016-03-06,65,-9,14015,1,DARWIN AIRPORT
2016-03-07,57,15,14015,1,DARWIN AIRPORT
2016-03-08,57,39,14015,0,DARWIN AIRPORT
2016-03-09,65,63,14015,0,DARWIN AIRPORT
2016-03-10,63,87,14015,0,DARWIN AIRPORT
2016-03-11,64,111,14015,1,DARWIN AIRPORT
2016-03-12,64,135,14015,0,DARWIN AIRPORT
2016-03-13,64,159,14015,0,DARWIN AIRPORT
2016-03-05,5,-33,17126,0,MARREE AERO
2016-03-06,42,-9,17126,0,MARREE AERO
2016-03-07,1,15,17126,0,MARREE AERO
2016-03-08,20,39,17126,1,MARREE AERO
2016-03-09,24,63,17126,1,MARREE AERO
2016-03-10,12,87,17126,1,MARREE AERO
2016-03-11,27,111,17126,0,MARREE AERO
2016-03-12,39,135,17126,1,MARREE AERO
2016-03-13,23,159,17126,0,MARREE AERO
2016-03-05,85,-33,32040,1,TOWNSVILLE AERO
2016-03-06,85,-9,32040,1,TOWNSVILLE AERO
2016-03-07,80,15,32040,0,TOWNSVILLE AERO
2016-03-08,76,39,32040,1,TOWNSVILLE AERO
2016-03-09,53,63,32040,1,TOWNSVILLE AERO
2016-03-10,39,87,32040,1,TOWNSVILLE AERO
2016-03-11,37,111,32040,1,TOWNSVILLE AERO
2016-03-12,42,135,32040,1,TOWNSVILLE AERO
2016-03-13,47,159,32040,0,TOWNSVILLE AERO
2016-03-06,65,-33,14015,1,DARWIN AIRPORT
2016-03-07,60,-9,14015,1,DARWIN AIRPORT
2016-03-08,65,15,14015,0,DARWIN AIRPORT
2016-03-09,65,39,14015,0,DARWIN AIRPORT
2016-03-10,56,63,14015,0,DARWIN AIRPORT
2016-03-11,61,87,14015,1,DARWIN AIRPORT
2016-03-12,63,111,14015,0,DARWIN AIRPORT
2016-03-13,65,135,14015,0,DARWIN AIRPORT
2016-03-14,65,159,14015,1,DARWIN AIRPORT
2016-03-06,42,-33,17126,0,MARREE AERO
2016-03-07,0,-9,17126,0,MARREE AERO
2016-03-08,51,15,17126,1,MARREE AERO
2016-03-09,64,39,17126,1,MARREE AERO
2016-03-10,32,63,17126,1,MARREE AERO
2016-03-11,18,87,17126,0,MARREE AERO
2016-03-12,36,111,17126,1,MARREE AERO
2016-03-13,26,135,17126,0,MARREE AERO
2016-03-14,18,159,17126,0,MARREE AERO
2016-03-06,85,-33,32040,1,TOWNSVILLE AERO
2016-03-07,74,-9,32040,0,TOWNSVILLE AERO
2016-03-08,72,15,32040,1,TOWNSVILLE AERO
2016-03-09,69,39,32040,1,TOWNSVILLE AERO
2016-03-10,55,63,32040,1,TOWNSVILLE AERO
2016-03-11,47,87,32040,1,TOWNSVILLE AERO
2016-03-12,41,111,32040,1,TOWNSVILLE AERO
2016-03-13,45,135,32040,0,TOWNSVILLE AERO
2016-03-14,43,159,32040,1,TOWNSVILLE AERO
2016-03-07,60,-33,14015,1,DARWIN AIRPORT
2016-03-08,66,-9,14015,0,DARWIN AIRPORT
2016-03-09,65,15,14015,0,DARWIN AIRPORT
2016-03-10,66,39,14015,0,DARWIN AIRPORT
2016-03-11,68,63,14015,1,DARWIN AIRPORT
2016-03-12,76,87,14015,0,DARWIN AIRPORT
2016-03-13,76,111,14015,0,DARWIN AIRPORT
2016-03-14,77,135,14015,1,DARWIN AIRPORT
2016-03-15,75,159,14015,1,DARWIN AIRPORT
2016-03-07,74,-33,32040,0,TOWNSVILLE AERO
2016-03-08,70,-9,32040,1,TOWNSVILLE AERO
2016-03-09,70,15,32040,1,TOWNSVILLE AERO
2016-03-10,66,39,32040,1,TOWNSVILLE AERO
2016-03-11,53,63,32040,1,TOWNSVILLE AERO
2016-03-12,45,87,32040,1,TOWNSVILLE AERO
2016-03-13,34,111,32040,0,TOWNSVILLE AERO
2016-03-14,31,135,32040,1,TOWNSVILLE AERO
2016-03-15,25,159,32040,1,TOWNSVILLE AERO
2016-03-08,66,-33,14015,0,DARWIN AIRPORT
2016-03-09,65,-9,14015,0,DARWIN AIRPORT
2016-03-10,53,15,14015,0,DARWIN AIRPORT
2016-03-11,68,39,14015,1,DARWIN AIRPORT
2016-03-12,67,63,14015,0,DARWIN AIRPORT
2016-03-13,67,87,14015,0,DARWIN AIRPORT
2016-03-14,73,111,14015,1,DARWIN AIRPORT
2016-03-15,71,135,14015,1,DARWIN AIRPORT
2016-03-16,75,159,14015,1,DARWIN AIRPORT
2016-03-08,46,-33,17126,1,MARREE AERO
2016-03-09,54,-9,17126,1,MARREE AERO
2016-03-10,48,15,17126,1,MARREE AERO
2016-03-11,45,39,17126,0,MARREE AERO
2016-03-12,33,63,17126,1,MARREE AERO
2016-03-13,34,87,17126,0,MARREE AERO
2016-03-14,28,111,17126,0,MARREE AERO
2016-03-15,18,135,17126,0,MARREE AERO
2016-03-16,2,159,17126,0,MARREE AERO
2016-03-08,70,-33,32040,1,TOWNSVILLE AERO
2016-03-09,67,-9,32040,1,TOWNSVILLE AERO
2016-03-10,72,15,32040,1,TOWNSVILLE AERO
2016-03-11,42,39,32040,1,TOWNSVILLE AERO
2016-03-12,45,63,32040,1,TOWNSVILLE AERO
2016-03-13,36,87,32040,0,TOWNSVILLE AERO
2016-03-14,34,111,32040,1,TOWNSVILLE AERO
2016-03-15,22,135,32040,1,TOWNSVILLE AERO
2016-03-16,31,159,32040,1,TOWNSVILLE AERO
2016-03-09,65,-33,14015,0,DARWIN AIRPORT
2016-03-10,66,-9,14015,0,DARWIN AIRPORT
2016-03-11,67,15,14015,1,DARWIN AIRPORT
2016-03-12,63,39,14015,0,DARWIN AIRPORT
2016-03-13,63,63,14015,0,DARWIN AIRPORT
2016-03-14,72,87,14015,1,DARWIN AIRPORT
2016-03-15,71,111,14015,1,DARWIN AIRPORT
2016-03-16,73,135,14015,1,DARWIN AIRPORT
2016-03-17,72,159,14015,0,DARWIN AIRPORT
2016-03-09,54,-33,17126,1,MARREE AERO
2016-03-10,68,-9,17126,1,MARREE AERO
2016-03-11,25,15,17126,0,MARREE AERO
2016-03-12,32,39,17126,1,MARREE AERO
2016-03-13,63,63,17126,0,MARREE AERO
2016-03-14,23,87,17126,0,MARREE AERO
2016-03-15,16,111,17126,0,MARREE AERO
2016-03-16,1,135,17126,0,MARREE AERO
2016-03-17,1,159,17126,0,MARREE AERO
2016-03-09,67,-33,32040,1,TOWNSVILLE AERO
2016-03-10,70,-9,32040,1,TOWNSVILLE AERO
2016-03-11,41,15,32040,1,TOWNSVILLE AERO
2016-03-12,59,39,32040,1,TOWNSVILLE AERO
2016-03-13,41,63,32040,0,TOWNSVILLE AERO
2016-03-14,38,87,32040,1,TOWNSVILLE AERO
2016-03-15,32,111,32040,1,TOWNSVILLE AERO
2016-03-16,38,135,32040,1,TOWNSVILLE AERO
2016-03-17,43,159,32040,1,TOWNSVILLE AERO
2016-03-10,66,-33,14015,0,DARWIN AIRPORT
2016-03-11,56,-9,14015,1,DARWIN AIRPORT
2016-03-12,57,15,14015,0,DARWIN AIRPORT
2016-03-13,64,39,14015,0,DARWIN AIRPORT
2016-03-14,74,63,14015,1,DARWIN AIRPORT
2016-03-15,69,87,14015,1,DARWIN AIRPORT
2016-03-16,68,111,14015,1,DARWIN AIRPORT
2016-03-17,67,135,14015,0,DARWIN AIRPORT
2016-03-18,55,159,14015,1,DARWIN AIRPORT
2016-03-10,68,-33,17126,1,MARREE AERO
2016-03-11,63,-9,17126,0,MARREE AERO
2016-03-12,66,15,17126,1,MARREE AERO
2016-03-13,32,39,17126,0,MARREE AERO
2016-03-14,44,63,17126,0,MARREE AERO
2016-03-15,10,87,17126,0,MARREE AERO
2016-03-16,0,111,17126,0,MARREE AERO
2016-03-17,1,135,17126,0,MARREE AERO
2016-03-18,1,159,17126,0,MARREE AERO
2016-03-10,70,-33,32040,1,TOWNSVILLE AERO
2016-03-11,51,-9,32040,1,TOWNSVILLE AERO
2016-03-12,47,15,32040,1,TOWNSVILLE AERO
2016-03-13,37,39,32040,0,TOWNSVILLE AERO
2016-03-14,35,63,32040,1,TOWNSVILLE AERO
2016-03-15,32,87,32040,1,TOWNSVILLE AERO
2016-03-16,49,111,32040,1,TOWNSVILLE AERO
2016-03-17,41,135,32040,1,TOWNSVILLE AERO
2016-03-18,75,159,32040,0,TOWNSVILLE AERO
2016-03-11,56,-33,14015,1,DARWIN AIRPORT
2016-03-12,59,-9,14015,0,DARWIN AIRPORT
2016-03-13,63,15,14015,0,DARWIN AIRPORT
2016-03-14,77,39,14015,1,DARWIN AIRPORT
2016-03-15,77,63,14015,1,DARWIN AIRPORT
2016-03-16,71,87,14015,1,DARWIN AIRPORT
2016-03-17,64,111,14015,0,DARWIN AIRPORT
2016-03-18,59,135,14015,1,DARWIN AIRPORT
2016-03-19,48,159,14015,1,DARWIN AIRPORT
2016-03-11,63,-33,17126,0,MARREE AERO
2016-03-12,28,-9,17126,1,MARREE AERO
2016-03-13,24,15,17126,0,MARREE AERO
2016-03-14,50,39,17126,0,MARREE AERO
2016-03-15,4,63,17126,0,MARREE AERO
2016-03-16,1,87,17126,0,MARREE AERO
2016-03-17,2,111,17126,0,MARREE AERO
2016-03-18,1,135,17126,0,MARREE AERO
2016-03-19,3,159,17126,0,MARREE AERO
2016-03-11,51,-33,32040,1,TOWNSVILLE AERO
2016-03-12,57,-9,32040,1,TOWNSVILLE AERO
2016-03-13,6,15,32040,0,TOWNSVILLE AERO
2016-03-14,30,39,32040,1,TOWNSVILLE AERO
2016-03-15,38,63,32040,1,TOWNSVILLE AERO
2016-03-16,59,87,32040,1,TOWNSVILLE AERO
2016-03-17,57,111,32040,1,TOWNSVILLE AERO
2016-03-18,57,135,32040,0,TOWNSVILLE AERO
2016-03-19,54,159,32040,0,TOWNSVILLE AERO
2016-03-12,59,-33,14015,0,DARWIN AIRPORT
2016-03-13,66,-9,14015,0,DARWIN AIRPORT
2016-03-14,77,15,14015,1,DARWIN AIRPORT
2016-03-15,77,39,14015,1,DARWIN AIRPORT
2016-03-16,81,63,14015,1,DARWIN AIRPORT
2016-03-17,74,87,14015,0,DARWIN AIRPORT
2016-03-18,67,111,14015,1,DARWIN AIRPORT
2016-03-19,54,135,14015,1,DARWIN AIRPORT
2016-03-20,43,159,14015,1,DARWIN AIRPORT
2016-03-12,28,-33,17126,1,MARREE AERO
2016-03-13,29,-9,17126,0,MARREE AERO
2016-03-14,7,15,17126,0,MARREE AERO
2016-03-15,28,39,17126,0,MARREE AERO
2016-03-16,4,63,17126,0,MARREE AERO
2016-03-17,2,87,17126,0,MARREE AERO
2016-03-18,33,111,17126,0,MARREE AERO
2016-03-19,0,135,17126,0,MARREE AERO
2016-03-20,0,159,17126,0,MARREE AERO
2016-03-12,57,-33,32040,1,TOWNSVILLE AERO
2016-03-13,29,-9,32040,0,TOWNSVILLE AERO
2016-03-14,33,15,32040,1,TOWNSVILLE AERO
2016-03-15,38,39,32040,1,TOWNSVILLE AERO
2016-03-16,58,63,32040,1,TOWNSVILLE AERO
2016-03-17,57,87,32040,1,TOWNSVILLE AERO
2016-03-18,57,111,32040,0,TOWNSVILLE AERO
2016-03-19,54,135,32040,0,TOWNSVILLE AERO
2016-03-20,37,159,32040,0,TOWNSVILLE AERO
2016-03-13,66,-33,14015,0,DARWIN AIRPORT
2016-03-14,74,-9,14015,1,DARWIN AIRPORT
2016-03-15,77,15,14015,1,DARWIN AIRPORT
2016-03-16,81,39,14015,1,DARWIN AIRPORT
2016-03-17,77,63,14015,0,DARWIN AIRPORT
2016-03-18,68,87,14015,1,DARWIN AIRPORT
2016-03-19,58,111,14015,1,DARWIN AIRPORT
2016-03-20,44,135,14015,1,DARWIN AIRPORT
2016-03-21,48,159,14015,0,DARWIN AIRPORT
2016-03-13,29,-33,17126,0,MARREE AERO
2016-03-14,11,-9,17126,0,MARREE AERO
2016-03-15,13,15,17126,0,MARREE AERO
2016-03-16,8,39,17126,0,MARREE AERO
2016-03-17,4,63,17126,0,MARREE AERO
2016-03-18,33,87,17126,0,MARREE AERO
2016-03-19,1,111,17126,0,MARREE AERO
2016-03-20,1,135,17126,0,MARREE AERO
2016-03-21,0,159,17126,0,MARREE AERO
2016-03-13,29,-33,32040,0,TOWNSVILLE AERO
2016-03-14,50,-9,32040,1,TOWNSVILLE AERO
2016-03-15,59,15,32040,1,TOWNSVILLE AERO
2016-03-16,63,39,32040,1,TOWNSVILLE AERO
2016-03-17,78,63,32040,1,TOWNSVILLE AERO
2016-03-18,58,87,32040,0,TOWNSVILLE AERO
2016-03-19,39,111,32040,0,TOWNSVILLE AERO
2016-03-20,47,135,32040,0,TOWNSVILLE AERO
2016-03-21,17,159,32040,0,TOWNSVILLE AERO
2016-03-14,74,-33,14015,1,DARWIN AIRPORT
2016-03-15,79,-9,14015,1,DARWIN AIRPORT
2016-03-16,79,15,14015,1,DARWIN AIRPORT
2016-03-17,76,39,14015,0,DARWIN AIRPORT
2016-03-18,64,63,14015,1,DARWIN AIRPORT
2016-03-19,55,87,14015,1,DARWIN AIRPORT
2016-03-20,43,111,14015,1,DARWIN AIRPORT
2016-03-21,43,135,14015,0,DARWIN AIRPORT
2016-03-22,43,159,14015,1,DARWIN AIRPORT
2016-03-14,11,-33,17126,0,MARREE AERO
2016-03-15,13,-9,17126,0,MARREE AERO
2016-03-16,6,15,17126,0,MARREE AERO
2016-03-17,3,39,17126,0,MARREE AERO
2016-03-18,5,63,17126,0,MARREE AERO
2016-03-19,0,87,17126,0,MARREE AERO
2016-03-20,2,111,17126,0,MARREE AERO
2016-03-21,0,135,17126,0,MARREE AERO
2016-03-22,2,159,17126,0,MARREE AERO
2016-03-14,55,-33,32040,1,TOWNSVILLE AERO
2016-03-15,70,-9,32040,1,TOWNSVILLE AERO
2016-03-16,74,15,32040,1,TOWNSVILLE AERO
2016-03-17,51,39,32040,1,TOWNSVILLE AERO
2016-03-18,40,63,32040,0,TOWNSVILLE AERO
2016-03-19,31,87,32040,0,TOWNSVILLE AERO
2016-03-20,13,111,32040,0,TOWNSVILLE AERO
2016-03-21,23,135,32040,0,TOWNSVILLE AERO
2016-03-22,25,159,32040,1,TOWNSVILLE AERO
2016-03-15,79,-33,14015,1,DARWIN AIRPORT
2016-03-16,79,-9,14015,1,DARWIN AIRPORT
2016-03-17,75,15,14015,0,DARWIN AIRPORT
2016-03-18,64,39,14015,1,DARWIN AIRPORT
2016-03-19,55,63,14015,1,DARWIN AIRPORT
2016-03-20,43,87,14015,1,DARWIN AIRPORT
2016-03-21,32,111,14015,0,DARWIN AIRPORT
2016-03-22,31,135,14015,1,DARWIN AIRPORT
2016-03-23,32,159,14015,0,DARWIN AIRPORT
2016-03-15,13,-33,17126,0,MARREE AERO
2016-03-16,0,-9,17126,0,MARREE AERO
2016-03-17,2,15,17126,0,MARREE AERO
2016-03-18,33,39,17126,0,MARREE AERO
2016-03-19,1,63,17126,0,MARREE AERO
2016-03-20,4,87,17126,0,MARREE AERO
2016-03-21,0,111,17126,0,MARREE AERO
2016-03-22,1,135,17126,0,MARREE AERO
2016-03-23,1,159,17126,0,MARREE AERO
2016-03-15,70,-33,32040,1,TOWNSVILLE AERO
2016-03-16,90,-9,32040,1,TOWNSVILLE AERO
2016-03-17,57,15,32040,1,TOWNSVILLE AERO
2016-03-18,45,39,32040,0,TOWNSVILLE AERO
2016-03-19,11,63,32040,0,TOWNSVILLE AERO
2016-03-20,21,87,32040,0,TOWNSVILLE AERO
2016-03-21,29,111,32040,0,TOWNSVILLE AERO
2016-03-22,27,135,32040,1,TOWNSVILLE AERO
2016-03-23,24,159,32040,1,TOWNSVILLE AERO
2016-03-16,79,-33,14015,1,DARWIN AIRPORT
2016-03-17,75,-9,14015,0,DARWIN AIRPORT
2016-03-18,57,15,14015,1,DARWIN AIRPORT
2016-03-19,56,39,14015,1,DARWIN AIRPORT
2016-03-20,40,63,14015,1,DARWIN AIRPORT
2016-03-21,32,87,14015,0,DARWIN AIRPORT
2016-03-22,32,111,14015,1,DARWIN AIRPORT
2016-03-23,23,135,14015,0,DARWIN AIRPORT
2016-03-24,22,159,14015,1,DARWIN AIRPORT
2016-03-16,0,-33,17126,0,MARREE AERO
2016-03-17,38,-9,17126,0,MARREE AERO
2016-03-18,33,15,17126,0,MARREE AERO
2016-03-19,1,39,17126,0,MARREE AERO
2016-03-20,4,63,17126,0,MARREE AERO
2016-03-21,0,87,17126,0,MARREE AERO
2016-03-22,1,111,17126,0,MARREE AERO
2016-03-23,1,135,17126,0,MARREE AERO
2016-03-16,90,-33,32040,1,TOWNSVILLE AERO
2016-03-17,77,-9,32040,1,TOWNSVILLE AERO
2016-03-18,26,15,32040,0,TOWNSVILLE AERO
2016-03-19,11,39,32040,0,TOWNSVILLE AERO
2016-03-20,21,63,32040,0,TOWNSVILLE AERO
2016-03-21,34,87,32040,0,TOWNSVILLE AERO
2016-03-22,31,111,32040,1,TOWNSVILLE AERO
2016-03-23,30,135,32040,1,TOWNSVILLE AERO
2016-03-24,19,159,32040,0,TOWNSVILLE AERO
2016-03-17,75,-33,14015,0,DARWIN AIRPORT
2016-03-18,58,-9,14015,1,DARWIN AIRPORT
2016-03-19,56,15,14015,1,DARWIN AIRPORT
2016-03-20,39,39,14015,1,DARWIN AIRPORT
2016-03-21,38,63,14015,0,DARWIN AIRPORT
2016-03-22,28,87,14015,1,DARWIN AIRPORT
2016-03-23,19,111,14015,0,DARWIN AIRPORT
2016-03-24,18,135,14015,1,DARWIN AIRPORT
2016-03-25,36,159,14015,0,DARWIN AIRPORT
2016-03-17,17,-33,17126,0,MARREE AERO
2016-03-18,18,-9,17126,0,MARREE AERO
2016-03-19,1,15,17126,0,MARREE AERO
2016-03-20,0,39,17126,0,MARREE AERO
2016-03-21,0,63,17126,0,MARREE AERO
2016-03-22,0,87,17126,0,MARREE AERO
2016-03-23,0,111,17126,0,MARREE AERO
2016-03-24,1,135,17126,0,MARREE AERO
2016-03-25,1,159,17126,0,MARREE AERO
2016-03-17,77,-33,32040,1,TOWNSVILLE AERO
2016-03-18,39,-9,32040,0,TOWNSVILLE AERO
2016-03-19,0,15,32040,0,TOWNSVILLE AERO
2016-03-20,22,39,32040,0,TOWNSVILLE AERO
2016-03-21,32,63,32040,0,TOWNSVILLE AERO
2016-03-22,31,87,32040,1,TOWNSVILLE AERO
2016-03-23,24,111,32040,1,TOWNSVILLE AERO
2016-03-24,26,135,32040,0,TOWNSVILLE AERO
2016-03-25,20,159,32040,0,TOWNSVILLE AERO
2016-03-18,58,-33,14015,1,DARWIN AIRPORT
2016-03-19,51,-9,14015,1,DARWIN AIRPORT
2016-03-20,39,15,14015,1,DARWIN AIRPORT
2016-03-21,41,39,14015,0,DARWIN AIRPORT
2016-03-22,34,63,14015,1,DARWIN AIRPORT
2016-03-23,25,87,14015,0,DARWIN AIRPORT
2016-03-24,33,111,14015,1,DARWIN AIRPORT
2016-03-25,39,135,14015,0,DARWIN AIRPORT
2016-03-26,30,159,14015,1,DARWIN AIRPORT
2016-03-18,18,-33,17126,0,MARREE AERO
2016-03-19,0,-9,17126,0,MARREE AERO
2016-03-20,1,15,17126,0,MARREE AERO
2016-03-21,0,39,17126,0,MARREE AERO
2016-03-22,0,63,17126,0,MARREE AERO
2016-03-23,3,87,17126,0,MARREE AERO
2016-03-24,1,111,17126,0,MARREE AERO
2016-03-25,0,135,17126,0,MARREE AERO
2016-03-26,1,159,17126,0,MARREE AERO
2016-03-18,39,-33,32040,0,TOWNSVILLE AERO
2016-03-19,9,-9,32040,0,TOWNSVILLE AERO
2016-03-20,23,15,32040,0,TOWNSVILLE AERO
2016-03-21,34,39,32040,0,TOWNSVILLE AERO
2016-03-22,42,63,32040,1,TOWNSVILLE AERO
2016-03-23,32,87,32040,1,TOWNSVILLE AERO
2016-03-24,9,111,32040,0,TOWNSVILLE AERO
2016-03-25,20,135,32040,0,TOWNSVILLE AERO
2016-03-26,11,159,32040,0,TOWNSVILLE AERO
2016-03-19,51,-33,14015,1,DARWIN AIRPORT
2016-03-20,45,-9,14015,1,DARWIN AIRPORT
2016-03-21,41,15,14015,0,DARWIN AIRPORT
2016-03-22,31,39,14015,1,DARWIN AIRPORT
2016-03-23,30,63,14015,0,DARWIN AIRPORT
2016-03-24,23,87,14015,1,DARWIN AIRPORT
2016-03-25,40,111,14015,0,DARWIN AIRPORT
2016-03-26,42,135,14015,1,DARWIN AIRPORT
2016-03-27,35,159,14015,0,DARWIN AIRPORT
2016-03-19,0,-33,17126,0,MARREE AERO
2016-03-20,0,-9,17126,0,MARREE AERO
2016-03-21,0,15,17126,0,MARREE AERO
2016-03-22,0,39,17126,0,MARREE AERO
2016-03-23,0,63,17126,0,MARREE AERO
2016-03-24,1,87,17126,0,MARREE AERO
2016-03-25,0,111,17126,0,MARREE AERO
2016-03-26,1,135,17126,0,MARREE AERO
2016-03-27,15,159,17126,0,MARREE AERO
2016-03-19,9,-33,32040,0,TOWNSVILLE AERO
2016-03-20,26,-9,32040,0,TOWNSVILLE AERO
2016-03-21,29,15,32040,0,TOWNSVILLE AERO
2016-03-22,43,39,32040,1,TOWNSVILLE AERO
2016-03-23,47,63,32040,1,TOWNSVILLE AERO
2016-03-24,26,87,32040,0,TOWNSVILLE AERO
2016-03-25,23,111,32040,0,TOWNSVILLE AERO
2016-03-26,15,135,32040,0,TOWNSVILLE AERO
2016-03-27,11,159,32040,0,TOWNSVILLE AERO
2016-03-20,45,-33,14015,1,DARWIN AIRPORT
2016-03-21,41,-9,14015,0,DARWIN AIRPORT
2016-03-22,29,15,14015,1,DARWIN AIRPORT
2016-03-23,30,39,14015,0,DARWIN AIRPORT
2016-03-24,27,63,14015,1,DARWIN AIRPORT
2016-03-25,48,87,14015,0,DARWIN AIRPORT
2016-03-26,61,111,14015,1,DARWIN AIRPORT
2016-03-27,43,135,14015,0,DARWIN AIRPORT
2016-03-28,31,159,14015,0,DARWIN AIRPORT
2016-03-20,0,-33,17126,0,MARREE AERO
2016-03-21,0,-9,17126,0,MARREE AERO
2016-03-22,0,15,17126,0,MARREE AERO
2016-03-23,0,39,17126,0,MARREE AERO
2016-03-24,1,63,17126,0,MARREE AERO
2016-03-25,0,87,17126,0,MARREE AERO
2016-03-26,1,111,17126,0,MARREE AERO
2016-03-27,15,135,17126,0,MARREE AERO
2016-03-20,26,-33,32040,0,TOWNSVILLE AERO
2016-03-21,39,-9,32040,0,TOWNSVILLE AERO
2016-03-22,63,15,32040,1,TOWNSVILLE AERO
2016-03-23,46,39,32040,1,TOWNSVILLE AERO
2016-03-24,26,63,32040,0,TOWNSVILLE AERO
2016-03-25,24,87,32040,0,TOWNSVILLE AERO
2016-03-26,12,111,32040,0,TOWNSVILLE AERO
2016-03-27,14,135,32040,0,TOWNSVILLE AERO
2016-03-28,14,159,32040,0,TOWNSVILLE AERO
2016-03-21,41,-33,14015,0,DARWIN AIRPORT
2016-03-22,30,-9,14015,1,DARWIN AIRPORT
2016-03-23,28,15,14015,0,DARWIN AIRPORT
2016-03-24,28,39,14015,1,DARWIN AIRPORT
2016-03-25,33,63,14015,0,DARWIN AIRPORT
2016-03-26,53,87,14015,1,DARWIN AIRPORT
2016-03-27,32,111,14015,0,DARWIN AIRPORT
2016-03-28,45,135,14015,0,DARWIN AIRPORT
2016-03-29,48,159,14015,0,DARWIN AIRPORT
2016-03-21,0,-33,17126,0,MARREE AERO
